city,state_id,population
Athens,NY,3947.0
Elverson,PA,3946.0
St. James,MO,3945.0
South Brooksville,FL,3944.0
Mahanoy City,PA,3944.0
Hephzibah,GA,3944.0
Moosup,CT,3943.0
Wadena,MN,3943.0
Carroll Valley,PA,3942.0
Chagrin Falls,OH,3941.0
Wellsville,UT,3941.0
Morrison,IL,3940.0
Chatham,NY,3939.0
Level Green,PA,3939.0
Linden,MI,3939.0
Nichols Hills,OK,3938.0
Stillwater,NJ,3936.0
Justin,TX,3936.0
Saranac,NY,3936.0
Sparks,TX,3935.0
Bunker Hill Village,TX,3935.0
Ball,LA,3935.0
Franklin Township,PA,3935.0
Falls City,NE,3934.0
North Great River,NY,3934.0
Clearlake Riviera,CA,3933.0
Clearview,WA,3932.0
Brewerton,NY,3931.0
Durham,ME,3931.0
Fruit Hill,OH,3931.0
Fort Kent,ME,3930.0
Mount Angel,OR,3930.0
Vineyards,FL,3929.0
Bayard,NM,3929.0
Butte,AK,3929.0
Jefferson,NC,3928.0
Deephaven,MN,3928.0
Aguilita,PR,3928.0
Carefree,AZ,3927.0
Candia,NH,3925.0
Lower Milford,PA,3923.0
Chula Vista,TX,3922.0
Oracle,AZ,3920.0
Sadsbury Township,PA,3919.0
East Franklin,PA,3918.0
San Castle,FL,3917.0
Hinsdale,NH,3917.0
Canaan,NH,3917.0
Highland Beach,FL,3916.0
Pageland,SC,3915.0
Medford Lakes,NJ,3914.0
Bristol,VT,3914.0
Boardman,OR,3913.0
Coleman,TX,3912.0
Puhi,HI,3911.0
Canaan,PA,3911.0
Roland,OK,3911.0
Glenwood Landing,NY,3910.0
Lake Park,NC,3909.0
Laureldale,PA,3909.0
Jenner,PA,3908.0
Bethlehem,NJ,3905.0
Hardin,MT,3905.0
Tyro,NC,3903.0
Mount Gilead,OH,3903.0
Grantley,PA,3901.0
Charleroi,PA,3901.0
Ravenswood,WV,3900.0
Fairview,NC,3900.0
Dix,NY,3900.0
Andrews,SC,3900.0
Winterport,ME,3898.0
Cannon Falls,MN,3898.0
Green Oaks,IL,3897.0
Wiggins,MS,3897.0
Waverly,NE,3896.0
Throop,PA,3896.0
Stilwell,OK,3896.0
Belleville,MI,3896.0
Ingenio,PR,3896.0
Apalachicola,FL,3893.0
Elkton,VA,3893.0
Haleyville,AL,3893.0
Odenville,AL,3893.0
Springville,NY,3890.0
East Amwell,NJ,3888.0
Bosque Farms,NM,3888.0
Sherburne,NY,3887.0
Codorus,PA,3887.0
Vine Hill,CA,3887.0
Alsace,PA,3886.0
Lenwood,CA,3884.0
Casco,ME,3884.0
Baden,PA,3880.0
Groesbeck,TX,3879.0
Clyde,TX,3879.0
Park Rapids,MN,3879.0
Dupo,IL,3877.0
West Nyack,NY,3876.0
Walpole,NH,3875.0
Magee,MS,3875.0
Bunk Foss,WA,3872.0
West Pottsgrove,PA,3871.0
Conestoga,PA,3871.0
Wolf Lake,MI,3871.0
Angels,CA,3868.0
Rochester,WI,3867.0
Spring House,PA,3865.0
Shingle Springs,CA,3865.0
Woodbridge,CA,3865.0
Washington Park,IL,3865.0
Menands,NY,3864.0
Bridgeville,DE,3862.0
Ashdown,AR,3862.0
Dyersville,IA,3862.0
Umatilla,FL,3861.0
East Drumore,PA,3861.0
Citronelle,AL,3861.0
Beach Haven West,NJ,3860.0
Comanche,TX,3860.0
Gatlinburg,TN,3860.0
Leo-Cedarville,IN,3858.0
Benson,AZ,3858.0
Swanton,OH,3858.0
Brownsville,LA,3857.0
Dallastown,PA,3857.0
French Camp,CA,3857.0
Lyncourt,NY,3856.0
Valdez,AK,3855.0
Pennsburg,PA,3855.0
Shrewsbury,PA,3855.0
Wurtsboro,NY,3854.0
Mount Sterling,IL,3853.0
Yellow Springs,OH,3852.0
Cle Elum,WA,3851.0
Mullica Hill,NJ,3851.0
Mountain Home,NC,3851.0
Denver,PA,3851.0
Barceloneta,PR,3851.0
Chipley,FL,3849.0
Jackson Township,PA,3848.0
Wheatland,CA,3848.0
Forest City,IA,3846.0
Smithton,IL,3844.0
Manchester,GA,3844.0
Harding,NJ,3843.0
Lake Goodwin,WA,3842.0
Canton,TX,3841.0
Calcium,NY,3841.0
Pipestone,MN,3841.0
Fayette,NY,3839.0
Bardonia,NY,3839.0
Lawrence Park,PA,3839.0
Charlotte,VT,3839.0
South Point,OH,3839.0
Huntingdon,TN,3835.0
St. Augusta,MN,3835.0
Camuy,PR,3834.0
Abbotsford,WI,3833.0
Highland Falls,NY,3829.0
Leesburg,GA,3829.0
Toa Alta,PR,3829.0
Nash,TX,3827.0
Waimanalo Beach,HI,3826.0
Cambridge,VT,3826.0
LaGrange,OH,3826.0
Armagh,PA,3825.0
Key Center,WA,3823.0
Holbrook,AZ,3823.0
Montura,FL,3821.0
Cranbury,NJ,3821.0
Mogadore,OH,3821.0
Ellenton,FL,3820.0
Houtzdale,PA,3819.0
Roebling,NJ,3817.0
Windber,PA,3816.0
Ossian,IN,3816.0
Sunnyslope,WA,3815.0
Vidalia,LA,3815.0
Greene Township,PA,3815.0
Maytown,PA,3815.0
Leland,MS,3815.0
Rockland,PA,3813.0
North Hudson,WI,3811.0
Colerain,PA,3811.0
Carmel-by-the-Sea,CA,3811.0
Elba,AL,3811.0
Village Green,NY,3810.0
Felton,CA,3810.0
Melody Hill,IN,3809.0
Winneconne,WI,3808.0
Shenandoah Farms,VA,3807.0
Burney,CA,3807.0
Midland,NC,3805.0
Elmira Heights,NY,3805.0
Lansford,PA,3803.0
Independence,MN,3803.0
Indian Head,MD,3802.0
Fowlerville,MI,3802.0
Lambertville,NJ,3801.0
Limington,ME,3800.0
Moss Beach,CA,3799.0
Longbranch,WA,3798.0
Cross Mountain,TX,3798.0
Sandy Creek,NY,3798.0
Camino Tassajara,CA,3798.0
Lillington,NC,3797.0
Village Shires,PA,3796.0
Pixley,CA,3796.0
Mission Hills,CA,3796.0
Brandon,VT,3796.0
Roosevelt Park,MI,3796.0
Armona,CA,3795.0
Dalzell,SC,3795.0
Madawaska,ME,3793.0
North Muskegon,MI,3793.0
Northlake,SC,3793.0
Friona,TX,3791.0
Grayling,MI,3790.0
Bethel,WA,3787.0
North Plymouth,MA,3787.0
Stafford Courthouse,VA,3786.0
Carter Lake,IA,3785.0
Montpelier,OH,3785.0
Cedar Springs,MI,3785.0
Bunkie,LA,3783.0
Esparto,CA,3783.0
Lolo,MT,3780.0
Grifton,NC,3779.0
Vandalia,MO,3778.0
Plainwell,MI,3777.0
Hugoton,KS,3776.0
Trenton,TN,3775.0
West Brookfield,MA,3775.0
Red Rock,AZ,3775.0
Ashland,MO,3775.0
Floyd,NY,3774.0
Colonial Beach,VA,3773.0
Tallassee,AL,3773.0
Mulberry,OH,3772.0
Yorkshire,NY,3769.0
Level Park-Oak Park,MI,3769.0
Newark Valley,NY,3768.0
Oley,PA,3768.0
Graceville,FL,3766.0
Genesee,CO,3766.0
Waldport,OR,3766.0
Toledo,OR,3766.0
Eagle Lake,TX,3765.0
Mount Pleasant,TN,3765.0
Otsego,NY,3765.0
Meridian,PA,3765.0
Pleasant Hills,MD,3765.0
Bayport,MN,3765.0
Port St. Joe,FL,3763.0
Merton,WI,3762.0
Stanley,NC,3762.0
Eastover,NC,3762.0
Centre,AL,3762.0
Sterling,CT,3762.0
Le Sueur,MN,3762.0
Fulton,KY,3762.0
Imlay City,MI,3761.0
North Wildwood,NJ,3760.0
New Hope,MS,3759.0
Stanford,NY,3758.0
Madison,IL,3758.0
Saw Creek,PA,3757.0
Oxford,NY,3755.0
Las Lomas,CA,3755.0
Mohawk,NY,3754.0
Manti,UT,3754.0
San Manuel,AZ,3753.0
Kingwood,NJ,3751.0
Georgetown,OH,3751.0
Lincoln,ID,3748.0
Leisure Village East,NJ,3747.0
Selmer,TN,3747.0
SUNY Oswego,NY,3746.0
North Yarmouth,ME,3746.0
Balm,FL,3745.0
Mamou,LA,3745.0
Irwin,PA,3744.0
Paupack,PA,3744.0
South Russell,OH,3744.0
Johnson,AR,3742.0
Sumiton,AL,3741.0
White Hall,IL,3741.0
Lake Erie Beach,NY,3740.0
Bryn Mawr,PA,3740.0
Cross City,FL,3739.0
Farmerville,LA,3739.0
Brimfield,MA,3739.0
Gilmanton,NH,3738.0
West Point,GA,3737.0
Dexter,ME,3737.0
Gibbstown,NJ,3735.0
Madison,FL,3734.0
North Webster,IN,3732.0
Mountain Green,UT,3732.0
Wilton,NH,3731.0
South Alamo,TX,3731.0
Chariton,IA,3731.0
Jackson,LA,3728.0
Agua Dulce,CA,3728.0
Bullard,TX,3727.0
Hopewell,NY,3727.0
Chattanooga Valley,GA,3727.0
Itta Bena,MS,3727.0
Honea Path,SC,3727.0
Trappe,PA,3725.0
Narragansett Pier,RI,3725.0
Lavon,TX,3724.0
Southern Gateway,VA,3724.0
Boulevard Park,WA,3723.0
Coal Valley,IL,3723.0
West Liberty,IA,3720.0
Kaunakakai,HI,3719.0
Elroy,NC,3719.0
Freedom,CA,3719.0
Indian Head Park,IL,3719.0
Lyman,SC,3718.0
Mirrormont,WA,3717.0
Moyock,NC,3717.0
Washington Township,PA,3717.0
Montague,NJ,3716.0
Maiden,NC,3716.0
Lowell,NC,3716.0
Trevose,PA,3716.0
Mountain View,NC,3715.0
Chadds Ford,PA,3715.0
Newport,VT,3714.0
Metamora,IL,3713.0
Essex,MA,3713.0
St. Anthony,ID,3713.0
Pine Ridge,SD,3711.0
St. Pauls,NC,3710.0
Saxon,SC,3710.0
Hudson,NC,3709.0
Brooktrails,CA,3709.0
Rochester,IL,3709.0
Marietta-Alderwood,WA,3708.0
Avenue B and C,AZ,3708.0
Belvidere,NJ,3707.0
Argyle,NY,3707.0
High Point,FL,3704.0
Burgaw,NC,3702.0
Livonia,LA,3701.0
Ellijay,GA,3701.0
Norwood Young America,MN,3701.0
Merchantville,NJ,3700.0
Palmer Heights,PA,3700.0
Jefferson Township,PA,3697.0
Plymouth,NC,3696.0
Emerald Isle,NC,3695.0
Fox Island,WA,3692.0
Barrett,TX,3691.0
Amwell,PA,3691.0
Wareham Center,MA,3690.0
Mount Joy Township,PA,3689.0
Mount Union,PA,3689.0
Horseshoe Bay,TX,3688.0
Jefferson,IA,3688.0
Wolf Point,MT,3687.0
Kutztown University,PA,3686.0
South Toms River,NJ,3685.0
Forestville,CA,3685.0
South Dennis,MA,3684.0
Rose Hill,KS,3684.0
Forest Oaks,NC,3683.0
Maybrook,NY,3683.0
Maple Heights-Lake Desire,WA,3682.0
Owasco,NY,3681.0
Ocilla,GA,3680.0
Benson,NC,3679.0
Hohenwald,TN,3679.0
Northchase,NC,3678.0
Wallace,PA,3678.0
North Manheim,PA,3677.0
Aurora,IN,3676.0
Pretty Bayou,FL,3674.0
Brookland,AR,3674.0
Alturas,FL,3673.0
Sagamore,MA,3673.0
Kanab,UT,3673.0
Butler,MO,3672.0
Society Hill,NJ,3671.0
Lake of the Woods,AZ,3671.0
Barkhamsted,CT,3671.0
Wiscasset,ME,3670.0
Milan,NM,3669.0
Wintersville,OH,3669.0
Ranlo,NC,3668.0
Muttontown,NY,3668.0
Hanover Township,PA,3668.0
Gordon Heights,NY,3667.0
Empire,CA,3667.0
Southern Shops,SC,3667.0
Orrington,ME,3666.0
Kennedy,CA,3665.0
Clinton Township,PA,3664.0
North River Shores,FL,3663.0
Northfield,OH,3663.0
Millvale,PA,3662.0
Green,PA,3660.0
Highgate,VT,3660.0
San Carlos,TX,3659.0
Sunderland,MA,3659.0
Fritch,TX,3658.0
Lloyd Harbor,NY,3658.0
Spencerport,NY,3657.0
Point,PA,3657.0
Marshall,IL,3657.0
Brittany Farms-The Highlands,PA,3656.0
Melwood,MD,3656.0
Juno Beach,FL,3655.0
Troy,NC,3655.0
Montauk,NY,3655.0
Greenwich,PA,3655.0
Boonsboro,MD,3655.0
White Bluff,TN,3653.0
Mora,MN,3653.0
Port Vue,PA,3651.0
Wadsworth,IL,3651.0
Pennsbury,PA,3649.0
Fairbury,IL,3647.0
Feather Sound,FL,3646.0
Highland Acres,DE,3645.0
Old River-Winfree,TX,3645.0
Richfield,OH,3644.0
Colonial Heights,TN,3642.0
North East,MD,3642.0
Sherman,CT,3641.0
Shady Cove,OR,3641.0
Rockland,NY,3638.0
Buffalo Township,PA,3637.0
Newtown Grant,PA,3636.0
Arbuckle,CA,3636.0
Heavener,OK,3636.0
South Glens Falls,NY,3634.0
Brookmont,MD,3633.0
Salisbury,CT,3631.0
Ringgold,GA,3630.0
Cozad,NE,3628.0
Lake Clarke Shores,FL,3627.0
Bolivar,OH,3626.0
Duncan,SC,3626.0
Riverdale,CA,3625.0
Stallion Springs,CA,3625.0
Oakwood,OH,3624.0
Panther Valley,NJ,3623.0
Las Animas,CO,3622.0
Litchfield,ME,3622.0
Stockholm,NY,3620.0
Longview Heights,WA,3619.0
Rockfish,NC,3619.0
New London,MN,3619.0
Rogersville,MO,3618.0
Ponderosa Park,CO,3617.0
Damascus,PA,3616.0
Cedaredge,CO,3616.0
Sweeny,TX,3615.0
Meridian,CO,3615.0
Pittsboro,IN,3614.0
Clayton,GA,3613.0
South Duxbury,MA,3613.0
Whitesboro,NY,3612.0
Frackville,PA,3611.0
Century,FL,3610.0
Elgin,SC,3610.0
Shark River Hills,NJ,3609.0
Huntingtown,MD,3609.0
Eastland,TX,3608.0
Mercer,PA,3608.0
Canajoharie,NY,3607.0
Northumberland,PA,3607.0
Avalon,CA,3606.0
Romeo,MI,3606.0
Brookville,NY,3605.0
Paw Paw Lake,MI,3605.0
Dunean,SC,3605.0
Cayuga Heights,NY,3604.0
Zelienople,PA,3603.0
Camden,TN,3602.0
Greenville Township,NY,3601.0
Gooding,ID,3600.0
Fairbury,NE,3597.0
McCall,ID,3597.0
Granger,WA,3596.0
Turnersville,NJ,3596.0
Portville,NY,3595.0
Unicoi,TN,3594.0
Manhasset Hills,NY,3594.0
Union Township,PA,3594.0
Tilden,PA,3594.0
Mattapoisett Center,MA,3594.0
Combined Locks,WI,3593.0
Loxahatchee Groves,FL,3593.0
Mooers,NY,3593.0
Kimberly,AL,3593.0
Pine Lawn,MO,3593.0
Three Rivers,OR,3593.0
North Baltimore,OH,3588.0
Newport,MN,3588.0
Waialua,HI,3587.0
Johnson,VT,3587.0
Dana,NC,3585.0
Peralta,NM,3584.0
Price,PA,3584.0
Upper Frederick,PA,3584.0
Ballinger,TX,3582.0
Kennebunkport,ME,3582.0
Scott City,KS,3582.0
Darien,GA,3580.0
Palmyra,MO,3580.0
Harbour Heights,FL,3578.0
West Wyomissing,PA,3578.0
Dell Rapids,SD,3578.0
Potter,PA,3577.0
Perham,MN,3577.0
Osceola,WI,3576.0
Chesterfield,NH,3576.0
Orofino,ID,3576.0
Reliez Valley,CA,3575.0
Golf Manor,OH,3575.0
Port Hadlock-Irondale,WA,3574.0
Palermo,NY,3574.0
Quitman,GA,3574.0
East Bloomfield,NY,3573.0
Hoopa,CA,3573.0
Taylor Lake Village,TX,3571.0
Kitty Hawk,NC,3571.0
Valley Grande,AL,3570.0
Hubbard,OR,3570.0
Pantops,VA,3569.0
Eveleth,MN,3569.0
Greenhills,OH,3567.0
Saluda,SC,3567.0
Barnwell,SC,3566.0
South Vacherie,LA,3565.0
Marlboro,NY,3565.0
Scissors,TX,3564.0
Middleburgh,NY,3564.0
Dixmoor,IL,3563.0
Riverwoods,IL,3562.0
Halifax,PA,3561.0
Pajaro,CA,3561.0
Three Lakes,WA,3560.0
Mine Hill,NJ,3560.0
Cambridge City,IN,3560.0
Oglesby,IL,3559.0
Tierra Verde,FL,3557.0
Tilton,NH,3557.0
Hainesville,IL,3557.0
O'Neill,NE,3556.0
Arlington,NY,3556.0
Pen Argyl,PA,3556.0
Grasonville,MD,3556.0
Gallipolis,OH,3556.0
Oxford,MI,3556.0
Oregon,IL,3555.0
Annandale,MN,3554.0
Westway,TX,3552.0
Ashland City,TN,3552.0
Camden,DE,3551.0
Valhalla,NY,3551.0
Iroquois Point,HI,3550.0
Cisco,TX,3550.0
Hauula,HI,3549.0
Social Circle,GA,3548.0
Baltimore,OH,3548.0
Shadyside,OH,3547.0
Mission Hills,KS,3547.0
Lawrenceville,NJ,3546.0
Stanley,WI,3544.0
Windermere,FL,3544.0
Houghton Lake,MI,3544.0
Nanty-Glo,PA,3543.0
Amberley,OH,3543.0
Frontenac,MO,3543.0
Sloan,NY,3541.0
Enfield,NY,3541.0
Centerville,TN,3540.0
South Beach,FL,3538.0
Calcutta,OH,3538.0
Robins,IA,3537.0
Indianola,WA,3536.0
Pulaski,WI,3536.0
Lead,SD,3532.0
Doolittle,TX,3531.0
Galway,NY,3530.0
Momence,IL,3530.0
Lancaster,WI,3529.0
Tuxedo,NY,3528.0
Livingston,NY,3527.0
La Cienega,NM,3526.0
Richmond Township,PA,3526.0
Ross,OH,3526.0
Brimfield,OH,3526.0
Beechwood,MS,3523.0
Bedford Hills,NY,3522.0
Chilton,WI,3521.0
Canyon Creek,WA,3520.0
West Liberty,KY,3520.0
Putnam Lake,NY,3519.0
Harrison,MI,3519.0
Mariemont,OH,3518.0
Mount Pleasant Township,PA,3516.0
Gravette,AR,3516.0
Clarendon,NY,3514.0
Silver Creek,NY,3514.0
Collinsville,CT,3514.0
Old Mystic,CT,3513.0
La Conner,WA,3512.0
Muncy Creek,PA,3512.0
Blanding,UT,3512.0
Lake Cassidy,WA,3511.0
Ripley,MS,3510.0
Clayton,DE,3508.0
Lely,FL,3508.0
Travis Ranch,TX,3508.0
Fox,PA,3508.0
Meiners Oaks,CA,3508.0
Frederick,OK,3508.0
Watertown,FL,3507.0
Rock Valley,IA,3507.0
Hanover,MN,3507.0
Rice,PA,3505.0
Little Compton,RI,3505.0
Riverside,MO,3505.0
Whitfield,FL,3504.0
La Paloma,TX,3504.0
Mono Vista,CA,3504.0
Seymour,WI,3503.0
Laurel Lake,NJ,3503.0
Northwest Harbor,NY,3503.0
Hanover,IN,3502.0
Cloverdale,VA,3501.0
Fayette,PA,3500.0
Heidelberg Township,PA,3500.0
Vassar,MI,3500.0
Auburn Lake Trails,CA,3499.0
Moscow Mills,MO,3496.0
Green,NJ,3495.0
Nahant,MA,3495.0
Boyne City,MI,3495.0
Holden Heights,FL,3494.0
Saylorville,IA,3492.0
Albia,IA,3492.0
North Collins,NY,3491.0
East Prairie,MO,3490.0
High Springs,FL,3489.0
Cienegas Terrace,TX,3489.0
Newaygo,MI,3489.0
Waller,TX,3488.0
Loyalhanna,PA,3487.0
Elkins,AR,3487.0
Marlboro Meadows,MD,3487.0
Perth,NY,3486.0
Moca,PR,3486.0
Sauk City,WI,3485.0
Shady Spring,WV,3485.0
Royal Palm Estates,FL,3485.0
Copake,NY,3485.0
Flagler Estates,FL,3484.0
Hebron,IN,3484.0
Horicon,WI,3483.0
Waikapu,HI,3483.0
Kane,PA,3483.0
Vicksburg,MI,3483.0
Myrtle Creek,OR,3483.0
Winnie,TX,3482.0
Campo,CA,3482.0
Wellfleet,MA,3481.0
Moravia,NY,3480.0
Watkins Glen,NY,3480.0
Forsyth,IL,3479.0
Yuma,CO,3478.0
East Sandwich,MA,3478.0
Livingston,TN,3477.0
Mineral Ridge,OH,3477.0
Metzger,OR,3477.0
Sadsbury Township,PA,3476.0
Red Bud,IL,3476.0
Raymond,MS,3476.0
Bagdad,FL,3474.0
Broken Bow,NE,3474.0
Rush,NY,3474.0
Union Township,PA,3474.0
Starkey,NY,3473.0
Mount Pleasant,UT,3473.0
Shaftsbury,VT,3472.0
Osage,IA,3472.0
Washington,CT,3472.0
Rosita,TX,3471.0
Sennett,NY,3471.0
Lower Chichester,PA,3471.0
Waukon,IA,3471.0
Brentwood,MD,3471.0
El Dorado Springs,MO,3471.0
Wharton,PA,3470.0
Winfield,PA,3469.0
Cottondale,AL,3469.0
Red Oak,NC,3468.0
Dover Base Housing,DE,3467.0
Ellisburg,NY,3467.0
Metter,GA,3467.0
Nome,AK,3466.0
Williamstown,VT,3464.0
Johnston City,IL,3464.0
Hicksville,OH,3464.0
Point Baker,FL,3460.0
Meadow Vista,CA,3460.0
Hodgenville,KY,3459.0
Nowata,OK,3458.0
Carey,OH,3458.0
Brodhead,WI,3457.0
Culloden,WV,3457.0
Sunset,LA,3457.0
Alexander,AR,3457.0
McLendon-Chisholm,TX,3455.0
Malvern,PA,3455.0
Lake Isabella,CA,3454.0
Carlton,OR,3454.0
Wilkesboro,NC,3453.0
Candelaria Arenas,PR,3453.0
Hazel Green,AL,3452.0
Bethlehem,CT,3452.0
Pawhuska,OK,3452.0
Oakhurst,NJ,3451.0
Willcox,AZ,3451.0
Farmersville,TX,3450.0
Hounsfield,NY,3450.0
Charleston,PA,3450.0
Beechwood,MI,3450.0
Squaw Valley,CA,3449.0
Jasper,TN,3448.0
Sherwood,OH,3448.0
Winona,MS,3448.0
Heyburn,ID,3447.0
Moore Haven,FL,3446.0
Monte Grande,PR,3446.0
Aledo,IL,3445.0
Millstadt,IL,3445.0
Piney Point Village,TX,3444.0
Dublin,TX,3444.0
Ladonia,AL,3444.0
Hartland,VT,3443.0
Princeton,MA,3443.0
Lake George,NY,3442.0
Port Ewen,NY,3442.0
Dillonvale,OH,3441.0
Lockland,OH,3441.0
Wills Point,TX,3440.0
Poteet,TX,3440.0
Foster Township,PA,3440.0
Rochester,PA,3440.0
Manheim Township,PA,3440.0
Day Valley,CA,3439.0
Cottonport,LA,3438.0
Danby,NY,3438.0
Reamstown,PA,3438.0
St. James City,FL,3437.0
West Salem,PA,3437.0
Cherokee Village,AR,3435.0
Mobridge,SD,3435.0
Iowa,LA,3434.0
Riverton,IL,3434.0
Hoosick Falls,NY,3433.0
Sunapee,NH,3432.0
Hegins,PA,3432.0
Yadkinville,NC,3431.0
Pownal,VT,3431.0
Hardwick,GA,3431.0
Buzzards Bay,MA,3431.0
Brookfield,MA,3431.0
Hahnville,LA,3430.0
Redwood,TX,3429.0
Conoy,PA,3429.0
Gibson City,IL,3429.0
Valley Springs,CA,3428.0
Richwood,NJ,3427.0
Monte Sereno,CA,3427.0
Skidway Lake,MI,3426.0
Goldendale,WA,3424.0
Clifton,TX,3424.0
Freeland,PA,3424.0
Angwin,CA,3424.0
El Verano,CA,3424.0
Oakhurst,CA,3424.0
Emmetsburg,IA,3424.0
Neversink,NY,3423.0
Conewango,PA,3423.0
Germantown Hills,IL,3423.0
Cape May,NJ,3422.0
Hanceville,AL,3422.0
Cresco,IA,3422.0
Lyons,KS,3422.0
Omro,WI,3421.0
Wheatland,WY,3421.0
Bonanza,GA,3421.0
La Vale,MD,3421.0
Harlem,GA,3420.0
Quartzsite,AZ,3420.0
Cabán,PR,3419.0
Claxton,GA,3418.0
Ahtanum,WA,3416.0
Tutwiler,MS,3416.0
Minoa,NY,3415.0
Windsor,VT,3415.0
Long Lake,IL,3415.0
Lake Lakengren,OH,3415.0
Delta,UT,3415.0
Graniteville,SC,3415.0
Oliver Springs,TN,3414.0
Baldwin,GA,3414.0
Lake Pocotopaug,CT,3413.0
Thompsonville,PA,3412.0
Bajadero,PR,3411.0
High Bridge,NJ,3410.0
Heflin,AL,3409.0
Piedmont,AL,3408.0
Richmond,ME,3408.0
Shannondale,WV,3404.0
Franklinton,LA,3403.0
Nockamixon,PA,3403.0
McGehee,AR,3403.0
Fryeburg,ME,3403.0
Zumbrota,MN,3403.0
Hansville,WA,3402.0
Dunkirk,IN,3402.0
Littleton Common,MA,3402.0
Fort Hall,ID,3402.0
Woodlawn,OH,3402.0
Ridgecrest,FL,3401.0
Wildwood Lake,TN,3400.0
Richwood,LA,3399.0
Tierras Nuevas Poniente,PR,3397.0
Kekaha,HI,3394.0
Haworth,NJ,3393.0
Trinity,TX,3393.0
Tolono,IL,3392.0
Gothenburg,NE,3391.0
Lockeford,CA,3390.0
Tarpey Village,CA,3390.0
Leavenworth,WA,3389.0
Tuckerton,NJ,3388.0
Frontenac,KS,3388.0
Hemlock Farms,PA,3387.0
Eastlawn Gardens,PA,3387.0
Four Bridges,OH,3387.0
Middleville,MI,3387.0
Nyssa,OR,3387.0
Clyde Hill,WA,3386.0
Hidden Meadows,CA,3386.0
Crisfield,MD,3385.0
Crosby,MN,3385.0
Rockport,ME,3384.0
Dewey,OK,3384.0
Flat Rock,NC,3383.0
Carroll,NY,3383.0
Sylvan Beach,NY,3382.0
Upper Pittsgrove,NJ,3381.0
Two Harbors,MN,3381.0
Keego Harbor,MI,3381.0
Blakely,GA,3380.0
Vandenberg AFB,CA,3379.0
Oakridge,OR,3379.0
Concordia,NJ,3377.0
Elim,PA,3376.0
West Gardiner,ME,3375.0
Cleves,OH,3375.0
Tyndall AFB,FL,3374.0
Glasgow,MT,3374.0
County Center,VA,3373.0
Dennis Port,MA,3373.0
Churchville,NY,3372.0
Freedom Township,PA,3372.0
Hannahs Mill,GA,3372.0
Georgetown,IN,3371.0
Paulding,OH,3371.0
Cabazon,CA,3367.0
Sandia Heights,NM,3366.0
Upper Salford,PA,3366.0
Casa Conejo,CA,3366.0
Inwood,WV,3364.0
Holland,NY,3364.0
Loyola,CA,3364.0
Belfast,ME,3364.0
Jefferson,OR,3364.0
Caroline,NY,3362.0
Cuthbert,GA,3362.0
Springfield Township,PA,3361.0
Cactus,TX,3359.0
Schuyler,NY,3359.0
Bethel,OH,3358.0
Cedar Grove,FL,3357.0
Oak Valley,NJ,3357.0
Treasure Lake,PA,3357.0
Island Walk,FL,3356.0
Alloway,NJ,3355.0
Clinton,ME,3355.0
La Center,WA,3354.0
Delmar,MD,3354.0
Ely,MN,3354.0
Hartford,SD,3354.0
Desoto Lakes,FL,3353.0
Karnes City,TX,3353.0
Westerlo,NY,3353.0
River Road,NC,3352.0
Elma,WA,3351.0
Comfort,TX,3350.0
Leisuretowne,NJ,3349.0
Marlborough,PA,3349.0
Lincoln Heights,OH,3349.0
Hot Springs,SD,3349.0
Big Lake,TX,3348.0
Northlake,TX,3348.0
Kings Bay Base,GA,3348.0
Lake Placid,NY,3347.0
Shallowater,TX,3346.0
Reno,TX,3346.0
Howe,TX,3346.0
West End-Cobb Town,AL,3346.0
Dunstable,MA,3345.0
Manor,PA,3344.0
East Oakdale,CA,3344.0
Corunna,MI,3344.0
Desert Edge,CA,3343.0
Loíza,PR,3343.0
Crestview Hills,KY,3343.0
Ainaloa,HI,3342.0
Hollywood Park,TX,3342.0
Nellis AFB,NV,3342.0
Mansfield,PA,3341.0
Kinsey,AL,3341.0
Paloma Creek,TX,3340.0
West Monroe,MI,3339.0
Auburn,NE,3337.0
Mayfield,OH,3337.0
Taylor Creek,OH,3336.0
Norwich,VT,3335.0
Mackinaw,IL,3335.0
Hesston,KS,3335.0
Golden Grove,SC,3335.0
Pelham,GA,3334.0
Burbank,WA,3333.0
Poultney,VT,3333.0
Nicholls,GA,3333.0
Fort Fairfield,ME,3333.0
Nokomis,FL,3332.0
Kelseyville,CA,3332.0
Kingwood,WV,3330.0
Port Angeles East,WA,3328.0
Wynantskill,NY,3328.0
Tulpehocken,PA,3328.0
Carthage,TN,3327.0
Pottsville,AR,3327.0
Upland,PA,3326.0
Tipton,MO,3326.0
South Eliot,ME,3325.0
Saltlick,PA,3324.0
Kamas,UT,3324.0
Bart,PA,3322.0
Alma,GA,3322.0
Forward,PA,3321.0
Teague,TX,3320.0
Hominy,OK,3320.0
Blennerhassett,WV,3319.0
Sharpsburg,PA,3318.0
Chattahoochee Hills,GA,3318.0
Chandler,IN,3318.0
Battle Mountain,NV,3317.0
Alamo,GA,3317.0
Bloomer,WI,3316.0
South Nyack,NY,3316.0
Goshen,CA,3316.0
Wheatfield,PA,3315.0
Fulton,IL,3315.0
Windsor,NC,3314.0
Pocono Woodland Lakes,PA,3314.0
New Baden,IL,3314.0
Washington,GA,3314.0
Campton,NH,3313.0
Edcouch,TX,3313.0
Fordyce,AR,3311.0
