city,state_id,population
Warr Acres,OK,10118.0
Franklin,KY,10118.0
Tipp City,OH,10115.0
Lincoln Park,NJ,10111.0
Struthers,OH,10111.0
Waldwick,NJ,10108.0
Shawano,WI,10107.0
Ontario,NY,10088.0
Cedar Hills,UT,10083.0
Hobart,WI,10082.0
North Versailles,PA,10081.0
Conway,NH,10078.0
Cresson,PA,10078.0
Clinton,TN,10075.0
Southborough,MA,10074.0
Standish,ME,10073.0
Edwards,CO,10071.0
Lincoln Village,OH,10071.0
Garden City,SC,10070.0
Del Aire,CA,10065.0
Nolensville,TN,10062.0
Glocester,RI,10062.0
Camden,AR,10058.0
Wood River,IL,10051.0
Sleepy Hollow,NY,10046.0
Milford Township,PA,10046.0
Fair Oaks Ranch,TX,10042.0
Countryside,VA,10042.0
Vashon,WA,10036.0
Holmen,WI,10034.0
Alden,NY,10032.0
Coweta,OK,10032.0
Warrenton,VA,10027.0
Westgate,FL,10026.0
Pleasant Hill,IA,10019.0
Bee Ridge,FL,10012.0
Capitola,CA,10010.0
Laurens,SC,10008.0
Flat Rock,MI,10004.0
Molalla,OR,10001.0
South Huntington,NY,10000.0
Fairmount,NY,9997.0
Fort Oglethorpe,GA,9994.0
Marlton,NJ,9990.0
Alcoa,TN,9980.0
River Vale,NJ,9976.0
Orland,CA,9964.0
Helotes,TX,9961.0
East Bradford,PA,9959.0
Key Largo,FL,9954.0
Colts Neck,NJ,9948.0
Madera Acres,CA,9946.0
Littleton,MA,9935.0
Winterville,NC,9931.0
Clay,AL,9923.0
Vernon,TX,9919.0
St. Albans,WV,9918.0
Mission,KS,9911.0
Berwick,PA,9903.0
Watervliet,NY,9900.0
Rockcreek,OR,9898.0
Kinnelon,NJ,9896.0
Ventnor City,NJ,9895.0
Emmett,ID,9889.0
Sugar Grove,IL,9888.0
River Grove,IL,9883.0
Pingree Grove,IL,9874.0
Northampton,PA,9870.0
Brewster,MA,9868.0
Waggaman,LA,9866.0
Gages Lake,IL,9862.0
Ellisville,MO,9862.0
Blackhawk,CA,9860.0
Mentone,CA,9847.0
Country Club,CA,9846.0
Scottsboro,AL,9841.0
Ware,MA,9838.0
Sweetwater,TX,9836.0
New Baltimore,VA,9831.0
Coffeyville,KS,9827.0
Chillicothe,MO,9824.0
Lake Barcroft,VA,9823.0
Franklin,NH,9817.0
Robertsdale,AL,9817.0
South Lebanon,PA,9815.0
East Rockaway,NY,9814.0
New Hyde Park,NY,9807.0
Herkimer,NY,9806.0
Itasca,IL,9805.0
Inwood,NY,9804.0
Marlboro Village,MD,9803.0
Woodbury,NJ,9794.0
Friendly,MD,9793.0
Gunbarrel,CO,9791.0
Mooresville,IN,9788.0
Grenada,MS,9782.0
Middleton,MA,9779.0
Fort Salonga,NY,9776.0
Rio del Mar,CA,9775.0
Russellville,AL,9772.0
Marina del Rey,CA,9771.0
North Bend,OR,9768.0
Lake Arrowhead,CA,9765.0
Union City,TN,9763.0
Brandywine,MD,9761.0
Charter Oak,CA,9760.0
Philipsburg,PA,9754.0
Denham Springs,LA,9753.0
Corte Madera,CA,9751.0
Progress,PA,9750.0
Cuero,TX,9749.0
Jewett City,CT,9749.0
Conning Towers Nautilus Park,CT,9749.0
Plains,PA,9748.0
Prospect,CT,9736.0
Columbia City,IN,9735.0
Chesapeake Ranch Estates,MD,9732.0
Woodfield,SC,9730.0
Southwick,MA,9727.0
Kittery,ME,9726.0
Philipstown,NY,9724.0
East Aurora,NY,9720.0
Carroll,IA,9717.0
Stuarts Draft,VA,9716.0
Pleasant Valley,NY,9715.0
Alexandria,KY,9715.0
George Mason,VA,9711.0
Wabash,IN,9710.0
Boaz,AL,9704.0
Oak Hills,CA,9700.0
St. Francis,WI,9699.0
Edgewater,MD,9689.0
East Rutherford,NJ,9687.0
Fort Valley,GA,9683.0
Medulla,FL,9679.0
Gifford,FL,9679.0
West Tawakoni,TX,9679.0
Hartford,VT,9678.0
Croydon,PA,9675.0
Warrenton,MO,9672.0
Marysville,MI,9672.0
Greenville,MI,9672.0
Butler Township,PA,9668.0
Waterford,CA,9648.0
Port Wentworth,GA,9641.0
Valley Cottage,NY,9637.0
Hermantown,MN,9637.0
Winfield,IL,9636.0
Pella,IA,9636.0
Oxford,NC,9634.0
Keansburg,NJ,9632.0
La Plata,MD,9631.0
Merrill,WI,9630.0
Red Bank,SC,9623.0
Penn Forest,PA,9620.0
Cross Lanes,WV,9619.0
Woodbury,CT,9617.0
Wilmore,KY,9616.0
Maywood,NJ,9614.0
Rainbow City,AL,9611.0
Chevy Chase,MD,9611.0
Burlington,CT,9607.0
Pleasant Grove,AL,9604.0
Howell,MI,9604.0
Cody,WY,9601.0
Roxboro,NC,9599.0
Bishop,CA,9597.0
Blacklick Estates,OH,9596.0
Middletown,PA,9594.0
Greenville,PA,9594.0
Bull Mountain,OR,9591.0
St. Pete Beach,FL,9587.0
Rice Lake,WI,9586.0
Yorkshire,VA,9582.0
Grand Rapids,MN,9579.0
Mount Holly,NJ,9573.0
Ecorse,MI,9570.0
Fairview,OR,9567.0
The Village,OK,9564.0
Pájaros,PR,9554.0
Eagle Point,OR,9554.0
Harleysville,PA,9553.0
Craig,CO,9553.0
Willoughby Hills,OH,9553.0
Walterboro,SC,9550.0
Kearney,MO,9546.0
Lowell,AR,9544.0
Silsbee,TX,9540.0
Brookdale,NJ,9539.0
Sturbridge,MA,9537.0
Lantana,TX,9536.0
Harvard,IL,9533.0
Eidson Road,TX,9531.0
Central City,KY,9531.0
Tell City,IN,9529.0
Williston,VT,9526.0
Little River,SC,9523.0
Hebron,CT,9522.0
Rye Brook,NY,9521.0
Hazle,PA,9520.0
DuPont,WA,9516.0
Bardmoor,FL,9514.0
Stonegate,CO,9511.0
Reedsburg,WI,9510.0
Asbury Lake,FL,9510.0
Mound,MN,9509.0
Dayton,NV,9508.0
Cameron,MO,9501.0
Erwin,TN,9500.0
Independent Hill,VA,9499.0
Hope,AR,9499.0
Baker City,OR,9499.0
Rigby,ID,9496.0
Fort Stockton,TX,9495.0
Helena-West Helena,AR,9493.0
Airway Heights,WA,9485.0
South Strabane,PA,9479.0
Laurel,FL,9477.0
Le Mars,IA,9477.0
Rapid Valley,SD,9475.0
Fayetteville,TN,9473.0
Penn Township,PA,9473.0
Lititz,PA,9465.0
Siler City,NC,9464.0
Platte City,MO,9462.0
Coral Hills,MD,9460.0
Mount Airy,MD,9458.0
Bithlo,FL,9457.0
Townsend,MA,9455.0
White Marsh,MD,9455.0
Roxborough Park,CO,9452.0
Picture Rocks,AZ,9452.0
Carencro,LA,9449.0
Winslow,AZ,9443.0
Ruidoso,NM,9442.0
Aiea,HI,9439.0
Miles City,MT,9436.0
Manistee,MI,9433.0
Rayne,LA,9431.0
Scaggsville,MD,9430.0
Marcy,NY,9424.0
Augusta,KS,9422.0
St. Augustine Shores,FL,9418.0
Harrisonville,MO,9412.0
Monticello,AR,9409.0
Bladensburg,MD,9408.0
Golden Hills,CA,9407.0
Little Falls,MN,9406.0
Maidencreek,PA,9402.0
Bryan,OH,9401.0
Francisville,KY,9401.0
Newfane,NY,9400.0
Amityville,NY,9399.0
Murrells Inlet,SC,9396.0
Lambertville,MI,9394.0
Vega Alta,PR,9394.0
Brunswick,MD,9393.0
Roanoke,TX,9388.0
Meadowbrook,AL,9387.0
Navasota,TX,9386.0
Sutton,MA,9385.0
White Meadow Lake,NJ,9383.0
Beverly Hills,FL,9381.0
Crestline,CA,9381.0
Flowood,MS,9380.0
Liberty,NY,9378.0
Guthrie,OK,9373.0
Brandon,SD,9372.0
Bloomfield,NM,9370.0
Rio Vista,CA,9369.0
Portland,CT,9362.0
Boonville,MO,9362.0
Putnam,CT,9360.0
Louisville,OH,9360.0
Sabana Grande,PR,9357.0
Hackettstown,NJ,9356.0
North Gates,NY,9353.0
North Kensington,MD,9347.0
Kendall Park,NJ,9346.0
Thompson,CT,9343.0
Saline,MI,9343.0
Madras,OR,9340.0
Cheat Lake,WV,9337.0
Clinton,NC,9334.0
Heath,TX,9331.0
Celebration,FL,9329.0
Woodlyn,PA,9326.0
Fort Stewart,GA,9326.0
Lenoir City,TN,9324.0
Leisure World,MD,9321.0
Hartland,WI,9320.0
College Place,WA,9317.0
Jennings,LA,9315.0
Tomah,WI,9303.0
New Richmond,WI,9302.0
Oakbrook,KY,9301.0
Manchester,NY,9300.0
Zimmerman,MN,9300.0
Wesley Chapel,NC,9295.0
Claremont,NH,9294.0
Wood-Ridge,NJ,9294.0
Gloucester Point,VA,9294.0
Parsons,KS,9294.0
Bohemia,NY,9293.0
Fultondale,AL,9284.0
North College Hill,OH,9283.0
Boiling Springs,SC,9282.0
Reserve,LA,9280.0
Westwood,MI,9280.0
Cape Elizabeth,ME,9279.0
Neshannock,PA,9278.0
Moore,PA,9275.0
Forestdale,AL,9273.0
Marathon,FL,9271.0
Brentwood,PA,9268.0
Hastings,NY,9265.0
Lexington,VA,9264.0
Hickam Housing,HI,9258.0
Alderwood Manor,WA,9257.0
St. Stephens,NC,9254.0
Freetown,MA,9251.0
Harahan,LA,9250.0
Washington Terrace,UT,9248.0
Commerce,TX,9247.0
Sultan,WA,9246.0
Blackstone,MA,9246.0
Muncy,PA,9245.0
Madeira,OH,9245.0
Washington Township,NJ,9243.0
Benner,PA,9242.0
Anthony,NM,9239.0
Walworth,NY,9237.0
Gridley,CA,9237.0
Brownfield,TX,9234.0
Fort Polk South,LA,9233.0
Dallas,PA,9230.0
Girard,OH,9227.0
Hillview,KY,9225.0
Burlington,WA,9224.0
Steger,IL,9221.0
Marlton,MD,9216.0
Spanish Fort,AL,9214.0
Bethalto,IL,9210.0
Lake Elmo,MN,9210.0
Salisbury,MA,9209.0
Redding,CT,9209.0
Midland,WA,9208.0
Lake Mohawk,NJ,9208.0
Plainedge,NY,9206.0
Cloverdale,CA,9205.0
Mendon,NY,9197.0
Audubon,PA,9195.0
Lynwood,IL,9194.0
Basalt,CO,9193.0
Ivins,UT,9192.0
Perkiomen,PA,9186.0
Crawford,NY,9185.0
Cairo,GA,9181.0
Elwood,IN,9180.0
St. Marys,OH,9180.0
Boulder Hill,IL,9179.0
South Amboy,NJ,9176.0
Scotchtown,NY,9174.0
Good Hope,CA,9173.0
Fair Oaks,GA,9173.0
Stansbury Park,UT,9173.0
Sullivan,MO,9172.0
Rensselaer,NY,9171.0
Pryor Creek,OK,9169.0
Cold Springs,NV,9168.0
Calimesa,CA,9160.0
Dunn Loring,VA,9155.0
Flossmoor,IL,9155.0
Plymouth,MI,9154.0
Hooper,UT,9152.0
Bethel Township,PA,9150.0
Thief River Falls,MN,9147.0
Fairview,TX,9141.0
Holualoa,HI,9136.0
Union,SC,9132.0
Beecher,MI,9128.0
Woodmoor,CO,9117.0
Jersey Shore,PA,9116.0
Triangle,VA,9116.0
Beckett Ridge,OH,9114.0
Grosse Pointe Farms,MI,9114.0
Economy,PA,9098.0
Plymouth,WI,9097.0
Berthoud,CO,9094.0
Wakefield-Peacedale,RI,9092.0
Whitestown,IN,9092.0
San Elizario,TX,9089.0
Dillon,SC,9089.0
Plainville,MA,9088.0
Fort Irwin,CA,9086.0
Derby,CO,9084.0
Tiburon,CA,9084.0
Monmouth,IL,9084.0
Highland Park,TX,9083.0
West Caln,PA,9080.0
Jeannette,PA,9074.0
Sutherlin,OR,9067.0
Greenwood,AR,9063.0
Port Townsend,WA,9062.0
Seaside,OR,9060.0
Valley Center,CA,9059.0
Brownsville,TN,9055.0
Grantsville,UT,9052.0
Kings Grant,NC,9051.0
Livingston,MT,9050.0
Springfield,VT,9049.0
Alexander City,AL,9046.0
Westphalia,MD,9040.0
Newmarket,NH,9038.0
Birch Bay,WA,9037.0
Dumbarton,VA,9036.0
Redlands,CO,9036.0
Leonia,NJ,9035.0
Brewer,ME,9035.0
Northwest Harborcreek,PA,9034.0
East Haddam,CT,9032.0
McFarland,WI,9031.0
La Grange,KY,9031.0
Pineville,NC,9028.0
North Codorus,PA,9028.0
Woodway,TX,9024.0
Hamlin,NY,9023.0
Lindstrom,MN,9023.0
Shelby,OH,9019.0
Oak Hills Place,LA,9015.0
St. Anthony,MN,9013.0
Weare,NH,9011.0
Fairmont,MN,9007.0
Farmingdale,NY,9002.0
Manteno,IL,9002.0
North Sarasota,FL,8997.0
Dexter,MO,8996.0
Powdersville,SC,8991.0
St. Marys,PA,8990.0
Mechanicsburg,PA,8990.0
Albion,MI,8990.0
LaSalle,IL,8986.0
Waseca,MN,8984.0
Chanute,KS,8983.0
Grinnell,IA,8980.0
Barrington,NH,8979.0
Linganore,MD,8978.0
South Abington,PA,8977.0
Picnic Point,WA,8976.0
Macedon,NY,8976.0
Murphysboro,IL,8976.0
Chester,SC,8967.0
Silver Springs Shores,FL,8966.0
Shiprock,NM,8966.0
Fort Knox,KY,8965.0
Micco,FL,8956.0
White City,OR,8953.0
Pittsgrove,NJ,8940.0
Stony Brook University,NY,8938.0
Oakwood,OH,8936.0
Lenox,NY,8933.0
Harrisburg,IL,8933.0
Independence,KS,8931.0
East Nottingham,PA,8929.0
Oakville,CT,8929.0
Cape St. Claire,MD,8928.0
Larkfield-Wikiup,CA,8926.0
Rotonda,FL,8921.0
Boonton,NJ,8919.0
Oak Grove,MN,8917.0
Sheffield Lake,OH,8916.0
Harrodsburg,KY,8916.0
Aledo,TX,8909.0
Sellersburg,IN,8908.0
Blanchard,OK,8907.0
Whitehouse,TX,8905.0
Southside,AL,8905.0
Waverly,IA,8904.0
Sheffield,AL,8901.0
St. Albans,VT,8900.0
Lisbon,ME,8896.0
Oakland,TN,8891.0
Logan,WV,8882.0
Wagoner,OK,8875.0
Upper Leacock,PA,8873.0
Corozal,PR,8871.0
Woodbridge,CT,8868.0
Hamilton Township,PA,8864.0
Cabo Rojo,PR,8862.0
New Prague,MN,8859.0
Sugarmill Woods,FL,8851.0
Kodiak,AK,8851.0
Seabrook,NH,8846.0
Aliquippa,PA,8844.0
Bridgeport,WV,8842.0
Berkeley,MO,8841.0
Riverdale,UT,8838.0
Fallston,MD,8836.0
Esopus,NY,8831.0
Rhinelander,WI,8830.0
Ville Platte,LA,8829.0
Olmsted Falls,OH,8828.0
Glencoe,IL,8826.0
Orange Park,FL,8824.0
Absecon,NJ,8818.0
Canal Winchester,OH,8818.0
Palm Beach,FL,8816.0
Pine Lake Park,NJ,8811.0
Monson,MA,8811.0
Old Orchard Beach,ME,8809.0
Merrydale,LA,8808.0
Glens Falls North,NY,8807.0
Indianola,MS,8804.0
Waihee-Waiehu,HI,8802.0
Franklin,PA,8802.0
Richmond Heights,MO,8801.0
Temperance,MI,8798.0
Collingdale,PA,8794.0
Douglas,MA,8794.0
Earlimart,CA,8790.0
Memphis,FL,8788.0
Lower Swatara,PA,8788.0
Seffner,FL,8786.0
Airmont,NY,8786.0
Quakertown,PA,8784.0
Villas,NJ,8783.0
Skidaway Island,GA,8783.0
Sans Souci,SC,8776.0
Seneca Falls,NY,8774.0
August,CA,8774.0
South Kensington,MD,8769.0
O'Hara,PA,8768.0
West Miami,FL,8767.0
Wharton,TX,8765.0
Rathdrum,ID,8764.0
New Square,NY,8763.0
Topsham,ME,8763.0
Jackson Township,PA,8760.0
Canonsburg,PA,8760.0
Edgewood,KY,8759.0
Miramar Beach,FL,8758.0
Graham,TX,8755.0
Needles,CA,8752.0
Clarendon Hills,IL,8752.0
Pitman,NJ,8741.0
Makaha,HI,8740.0
Rock Falls,IL,8740.0
New Scotland,NY,8739.0
Clayton,NJ,8738.0
Perkasie,PA,8738.0
Princeton,IN,8733.0
West Donegal,PA,8732.0
Olney,IL,8732.0
Edgewater Park,NJ,8731.0
Hernando,FL,8727.0
Kirby,TX,8723.0
Mystic Island,NJ,8717.0
Glenwood,IL,8715.0
Glenshaw,PA,8714.0
Garden City,GA,8713.0
Fairmount,CO,8710.0
Monett,MO,8710.0
Jerseyville,IL,8708.0
Folsom,PA,8707.0
Bay Minette,AL,8704.0
Mount Vista,WA,8703.0
Westampton,NJ,8703.0
Nevada,MO,8699.0
Des Peres,MO,8697.0
Corrales,NM,8696.0
Perryville,MO,8696.0
Park Ridge,NJ,8694.0
Gresham Park,GA,8694.0
Marlborough,NY,8686.0
Montesano,WA,8685.0
Succasunna,NJ,8681.0
Clinton,MO,8679.0
Claymont,DE,8676.0
Scott,LA,8675.0
Stillwater,NY,8675.0
Newstead,NY,8674.0
Golden Valley,AZ,8673.0
Cresskill,NJ,8668.0
Hawthorn Woods,IL,8666.0
Tuba City,AZ,8662.0
West Vero Corridor,FL,8661.0
Bloomingdale,TN,8660.0
Long Hill,NJ,8659.0
Hoquiam,WA,8655.0
Brigantine,NJ,8650.0
Georgetown,MA,8649.0
Swissvale,PA,8647.0
Kennedale,TX,8645.0
South San Gabriel,CA,8643.0
Detroit Lakes,MN,8642.0
Matawan,NJ,8640.0
Monahans,TX,8639.0
Schuylkill,PA,8639.0
Frankfort Square,IL,8638.0
Audubon,NJ,8637.0
Mount Pleasant,IA,8635.0
Marshall,PA,8634.0
Edgemere,MD,8633.0
Cortez,CO,8630.0
Prairie du Sac,WI,8627.0
Hampstead,NH,8625.0
York,SC,8623.0
Salem,UT,8621.0
Hyrum,UT,8619.0
Richlands,VA,8618.0
Rockland,ME,8616.0
Ladue,MO,8616.0
London Grove,PA,8615.0
Alamo Heights,TX,8614.0
Pleasant Hill,MO,8613.0
Montecito,CA,8611.0
Orting,WA,8610.0
Signal Mountain,TN,8606.0
Corning,CA,8604.0
Woodbury,NY,8603.0
Orrville,OH,8603.0
Evergreen,CO,8602.0
Susanville,CA,8602.0
Middlebury,VT,8600.0
Elsmere,KY,8595.0
Farmville,VA,8594.0
Solebury,PA,8593.0
Sheridan,OR,8590.0
Rutland,MA,8586.0
Perry Heights,OH,8581.0
Willowbrook,IL,8579.0
Irondale,GA,8578.0
Springfield,FL,8577.0
Green Cove Springs,FL,8577.0
Seven Corners,VA,8576.0
Greenbriar,VA,8575.0
West Athens,CA,8574.0
Lake Villa,IL,8573.0
North Madison,OH,8573.0
Guntersville,AL,8571.0
Lansdowne,MD,8571.0
Montvale,NJ,8570.0
Aspen,CO,8569.0
Four Corners,MD,8566.0
Brooksville,FL,8564.0
Fairfield Glade,TN,8564.0
Sanatoga,PA,8564.0
Riverside,IL,8563.0
Wyoming,OH,8562.0
West Frankfort,IL,8561.0
Indian Harbour Beach,FL,8557.0
Lake Park,FL,8556.0
Lucas,TX,8553.0
Piedmont,OK,8551.0
Barton,NY,8550.0
Franklin,VA,8549.0
Innsbrook,VA,8549.0
Conover,NC,8540.0
Coxsackie,NY,8540.0
Litchfield,NH,8538.0
Mansfield,NJ,8538.0
Wetumpka,AL,8538.0
East Grand Forks,MN,8535.0
Park Hills,MO,8529.0
Laurel,MT,8526.0
Rawlins,WY,8521.0
Morrisville,PA,8521.0
Odessa,FL,8517.0
Plumsted,NJ,8514.0
White Horse,NJ,8512.0
Closter,NJ,8511.0
Perryton,TX,8510.0
St. Johns,MI,8510.0
Frostburg,MD,8505.0
Concord,NY,8504.0
Lacombe,LA,8503.0
Rolesville,NC,8501.0
Yarmouth,ME,8501.0
Southampton Township,PA,8495.0
Incline Village,NV,8491.0
San Sebastián,PR,8490.0
University of Virginia,VA,8487.0
Malverne,NY,8485.0
Eufaula,AL,8484.0
Cedar Hills,OR,8480.0
Dock Junction,GA,8478.0
Clinton,OK,8475.0
Waterford,NY,8474.0
Middleton,ID,8466.0
Woodburn,VA,8462.0
Ione,CA,8462.0
Tuscumbia,AL,8461.0
East York,PA,8459.0
Mason,MI,8458.0
Humboldt,TN,8456.0
Cohasset,MA,8449.0
Sunset Hills,MO,8447.0
Sand Lake,NY,8444.0
Tobyhanna,PA,8444.0
Ellicott,NY,8443.0
West Point,MS,8440.0
Thompsonville,CT,8439.0
Summit,WA,8435.0
Onalaska,TX,8435.0
West Haven-Sylvan,OR,8434.0
Dover,NY,8431.0
Mahopac,NY,8426.0
Los Altos Hills,CA,8423.0
Citrus Springs,FL,8421.0
Bushkill,PA,8421.0
Sturgeon Bay,WI,8419.0
North Londonderry,PA,8419.0
Santa Clara,UT,8417.0
East Brandywine,PA,8416.0
Monticello,IN,8416.0
Riverside,CT,8414.0
Congers,NY,8406.0
Stuttgart,AR,8404.0
Savoy,IL,8401.0
Tecumseh,MI,8398.0
North Haledon,NJ,8395.0
Center Moriches,NY,8395.0
Paris,IL,8394.0
Hollymead,VA,8393.0
Bayport,NY,8392.0
Aransas Pass,TX,8388.0
Garrison,MD,8388.0
Gaylord,MI,8388.0
Greenville,RI,8387.0
Freeport,ME,8387.0
Covington,TN,8383.0
Carbondale,PA,8383.0
Fairless Hills,PA,8376.0
Midway City,CA,8374.0
Highland Heights,OH,8373.0
Somers,WI,8371.0
Venice Gardens,FL,8370.0
Fletcher,NC,8369.0
Baxter,MN,8364.0
Willow Street,PA,8360.0
Lugoff,SC,8360.0
Millersville,PA,8359.0
Jessup,MD,8359.0
Kinderhook,NY,8357.0
Upper Makefield,PA,8357.0
Aibonito,PR,8352.0
Buckhannon,WV,8351.0
Hillsboro,TX,8347.0
Tallulah,LA,8346.0
Arab,AL,8342.0
Fern Park,FL,8340.0
Orono,MN,8339.0
West Manheim,PA,8338.0
Bath,ME,8338.0
Bogota,NJ,8335.0
Clover,SC,8335.0
Montague,MA,8334.0
Petoskey,MI,8334.0
Harwood Heights,IL,8333.0
Grandview Heights,OH,8333.0
Beaver Falls,PA,8332.0
Tillamook,OR,8328.0
Westwego,LA,8326.0
Corona de Tucson,AZ,8326.0
Flowery Branch,GA,8325.0
St. Joseph,MI,8317.0
Fair Lakes,VA,8314.0
Quincy,WA,8313.0
Erwin,NY,8313.0
Holly,MI,8313.0
Pike Creek,DE,8312.0
Frostproof,FL,8312.0
Felida,WA,8311.0
Applewood,CO,8308.0
Floris,VA,8305.0
Brighton,PA,8303.0
Runnemede,NJ,8300.0
Bel Aire,KS,8300.0
Milton,WA,8299.0
Aurora,MO,8297.0
Mahtomedi,MN,8294.0
Haledon,NJ,8293.0
Gonzales,CA,8293.0
Ashland,NJ,8292.0
Socorro,NM,8292.0
Lopatcong,NJ,8288.0
Savannah,TN,8288.0
Pebble Creek,FL,8284.0
Dormont,PA,8282.0
Skowhegan,ME,8281.0
Mount Joy,PA,8278.0
McRae-Helena,GA,8277.0
Helena Valley West Central,MT,8277.0
Trinidad,CO,8276.0
Kenton,OH,8276.0
North Elba,NY,8275.0
Carl Junction,MO,8274.0
Terrace Heights,WA,8273.0
Summit Park,UT,8273.0
West Earl,PA,8272.0
Boxford,MA,8270.0
Paw Paw,MI,8270.0
Lake City,SC,8268.0
Haddam,CT,8267.0
Pawling,NY,8264.0
Colorado City,AZ,8258.0
Oak Grove,MO,8258.0
East Donegal,PA,8257.0
Moundsville,WV,8252.0
Fishersville,VA,8252.0
Gulf Hills,MS,8252.0
Druid Hills,GA,8244.0
Locust Grove,GA,8243.0
Brooklyn,CT,8243.0
Lake Norman of Catawba,NC,8241.0
Fort Mitchell,KY,8241.0
Manhattan,IL,8240.0
Ahuimanu,HI,8239.0
Schroeppel,NY,8238.0
Cortlandville,NY,8234.0
Johnstown,NY,8230.0
Spotswood,NJ,8228.0
Waynesburg,PA,8227.0
Long Branch,VA,8225.0
Thomson,GA,8225.0
Whitefish,MT,8221.0
Westlake Village,CA,8217.0
Castle Shannon,PA,8216.0
Cheviot,OH,8209.0
Kulpsville,PA,8208.0
Upper Saddle River,NJ,8205.0
Honey Brook,PA,8205.0
St. Martin,MS,8203.0
Millis,MA,8202.0
Buxton,ME,8202.0
Burton,SC,8199.0
Litchfield,CT,8198.0
Jefferson City,TN,8194.0
Laurel Hill,VA,8194.0
Kenilworth,NJ,8191.0
Kensington,CT,8190.0
Village Green-Green Ridge,PA,8187.0
Denison,IA,8185.0
Ridgefield,WA,8184.0
Napoleon,OH,8183.0
Canton Township,PA,8180.0
Ellsworth,ME,8180.0
Kennett,PA,8177.0
Monona,WI,8175.0
Adams,MA,8172.0
Mayo,MD,8171.0
Center Line,MI,8171.0
Pismo Beach,CA,8168.0
Crestwood Village,NJ,8164.0
Milliken,CO,8164.0
Murphy,MO,8163.0
Black Mountain,NC,8162.0
Country Club Estates,GA,8160.0
Allegheny Township,PA,8158.0
Port Jefferson,NY,8145.0
Middleport,OH,8145.0
San Antonio,PR,8144.0
Cumberland Hill,RI,8142.0
Manhasset,NY,8138.0
Jennings Lodge,OR,8138.0
West Livingston,TX,8134.0
Kalifornsky,AK,8134.0
Leesville,LA,8132.0
Oradell,NJ,8131.0
Minnetrista,MN,8130.0
Gering,NE,8128.0
Templeton,MA,8127.0
Conewago Township,PA,8124.0
Robinwood,MD,8123.0
Hazard,KY,8118.0
Sodus,NY,8116.0
Omak,WA,8114.0
Lake Carmel,NY,8114.0
West Dundee,IL,8113.0
Bedminster,NJ,8112.0
Hopkinton,RI,8111.0
Duvall,WA,8107.0
Hempstead,TX,8107.0
Kennedy,PA,8105.0
Vinton,VA,8104.0
Poteau,OK,8104.0
Joshua,TX,8101.0
Oak Hill,WV,8098.0
Monument,CO,8097.0
Alondra Park,CA,8097.0
Croton-on-Hudson,NY,8095.0
Briarcliff Manor,NY,8094.0
Bellevue,OH,8094.0
Sound Beach,NY,8093.0
Mount Rainier,MD,8093.0
Maplewood,MO,8092.0
Fort Belvoir,VA,8091.0
Selah,WA,8087.0
Dalhart,TX,8086.0
Alliance,NE,8086.0
Gray,ME,8085.0
Niagara,NY,8084.0
Shorewood,MN,8084.0
Chester,IL,8082.0
Garden City Park,NY,8081.0
Kronenwetter,WI,8079.0
Gilberts,IL,8076.0
Bargersville,IN,8076.0
Hampton,GA,8073.0
Rockmart,GA,8071.0
South Cleveland,TN,8069.0
Broadview Park,FL,8068.0
Helena Valley Southeast,MT,8067.0
Wyoming,MN,8066.0
Old Jefferson,LA,8065.0
Lake Dallas,TX,8063.0
Haiku-Pauwela,HI,8061.0
Bloomingdale,NJ,8061.0
Rolling Hills Estates,CA,8058.0
North Bay Village,FL,8057.0
Willits,CA,8055.0
Clinton,IL,8055.0
Ayer,MA,8055.0
Sterling,MA,8052.0
Decorah,IA,8051.0
Brookhaven,PA,8049.0
Conshohocken,PA,8047.0
Ripley,TN,8045.0
Chardon,OH,8044.0
Morehead,KY,8044.0
Lancaster,MA,8043.0
Ripon,WI,8040.0
Bellevue,PA,8036.0
Wading River,NY,8034.0
McGregor,FL,8032.0
Northfield,NJ,8031.0
Boston,NY,8029.0
Menominee,MI,8029.0
Collier,PA,8027.0
Pleasant Hills,PA,8026.0
Pahokee,FL,8025.0
Crete,IL,8023.0
Fruitvale,CO,8021.0
Chestnut Ridge,NY,8020.0
Island Lake,IL,8020.0
Hamilton,MA,8020.0
Oak Brook,IL,8016.0
Seaford,DE,8013.0
Byram,NJ,8010.0
Firebaugh,CA,8000.0
Sudden Valley,WA,7999.0
North Coventry,PA,7996.0
Brazil,IN,7993.0
Aberdeen,NC,7988.0
Jefferson,WI,7986.0
Prien,LA,7976.0
Jackson Township,PA,7976.0
Juncos,PR,7970.0
Williamsburg,FL,7967.0
Brentwood,MO,7966.0
Aztec,NM,7963.0
La Junta,CO,7963.0
Baltimore Highlands,MD,7959.0
South Londonderry,PA,7958.0
Southwest Ranches,FL,7957.0
Quincy,FL,7957.0
Richland Hills,TX,7953.0
Maryville,IL,7952.0
Chartiers,PA,7945.0
Caldwell,NJ,7941.0
West Boylston,MA,7941.0
Templeton,CA,7938.0
Hillside,IL,7933.0
Columbiana,OH,7931.0
Batesville,IN,7930.0
Logan,OH,7930.0
Sheboygan Falls,WI,7926.0
Delta,CO,7918.0
Hitchcock,TX,7914.0
Lake Shore,WA,7909.0
Evergreen,MT,7907.0
Bonner Springs,KS,7906.0
Camp Hill,PA,7905.0
Long Grove,IL,7905.0
